Gene	PDX080	PDX085	PDX090	PDX089	PDX092	PDX323	PDX641	PDX644
MAP3K4	602	499	515	556	524	483	450	314
MAP3K5	262	151	436	573	553	522	537	385
MAP3K6	103	66	70	91	78	56	28	13
MAP3K7	1560	1800	1851	1902	2172	1616	1772	1668
MAP3K7CL	1	1	1	1	2	2	0	2
MAP3K8	90	182	150	384	261	248	408	333
MAP3K9	212	150	213	275	235	232	213	178
MAP4	2309	1952	2651	3208	3211	2737	1983	1701
MAP4K1	24	11	5	19	10	5	9	14
MAP4K2	126	95	74	75	94	72	95	61
MAP4K3	1724	1490	995	1197	1180	1084	1298	1161
MAP4K4	1766	1543	3752	4286	4597	3684	4012	3651
MAP4K5	770	772	1066	1155	1390	1150	1200	1011
MAP6	2	3	35	40	80	41	146	142
MAP6D1	35	11	190	224	352	231	205	173
MAP7	1234	1144	1248	1409	1597	1405	1441	1545
MAP7D1	325	265	352	480	512	458	640	469
MAP7D2	14	10	25	42	73	79	89	29
MAP7D3	2	4	18	20	29	21	34	39
MAP9	802	1096	1114	1071	2046	1433	1803	2080
MAPK1	4496	3705	2993	3096	3764	2894	3270	3089
MAPK10	802	617	384	506	706	573	829	768
MAPK11	289	200	303	393	385	318	369	268
MAPK12	108	60	101	130	168	151	289	205
MAPK13	957	985	629	701	575	518	535	486
MAPK14	1206	1115	959	1110	1290	1011	937	772
MAPK15	16	3	37	51	37	38	9	1
MAPK1IP1L	804	966	1200	1249	1356	1138	906	917
MAPK3	277	253	150	197	193	189	351	247
MAPK4	6	14	3	5	13	3	13	13
MAPK6	1072	1000	1196	1364	1543	1091	1268	1278
MAPK7	63	54	138	161	116	108	105	65
MAPK8	310	399	311	352	435	349	360	356
MAPK8IP1	263	205	231	314	460	368	706	648
MAPK8IP2	1585	1050	889	1169	1016	878	1059	799
MAPK8IP3	434	395	472	700	572	612	696	407
MAPK9	1949	2053	2660	2752	2913	2154	2246	2347
MAPKAP1	1478	1390	1106	1357	1324	1087	1526	1259
MAPKAPK2	1620	789	2103	2480	3928	3081	4780	3958
MAPKAPK3	394	261	207	255	310	251	289	265
MAPKAPK5	685	576	601	732	680	548	598	458
MAPKAPK5-AS1	168	143	133	154	192	193	219	185
MAPKBP1	130	103	142	206	163	134	169	141
MAPRE1	1626	1485	1913	2377	2332	1923	2410	2014
MAPRE2	128	108	672	858	1201	1166	1545	1481
MAPRE3	253	252	495	562	739	592	676	577
MAPT	2075	2898	3748	4322	5199	4962	5732	4673
MAPT-AS1	30	54	99	116	90	114	54	58
MAPT-IT1	54	118	314	421	277	310	162	94
MARC1	127	66	395	379	373	280	246	194
MARC2	54	45	45	38	32	18	26	25
MARCH1	13	13	21	13	12	10	13	22
MARCH10	13	33	42	44	60	52	76	94
MARCH11	2	2	33	34	48	30	217	330
MARCH2	168	96	69	92	128	96	147	115
MARCH3	95	76	174	233	257	289	112	88
MARCH4	407	192	244	339	353	276	416	377
MARCH5	923	1032	976	1107	1140	974	582	637
MARCH6	10594	11115	9534	11876	15330	12407	9547	9531
MARCH7	1720	1509	1387	1521	1737	1354	1083	1105
MARCH8	225	203	123	143	196	148	192	183
MARCH9	174	165	237	270	358	304	319	284
MARCKS	1983	1719	2255	2200	2616	1980	2413	2587
MARCKSL1	1708	1720	2252	3210	3281	2664	3562	3102
MARCO	0	1	0	0	0	0	0	0
MARK1	122	33	183	189	339	473	591	660
MARK2	1124	1179	962	1319	1159	994	771	672
MARK2P9	0	0	0	0	0	0	0	0
MARK3	1101	1254	1507	1677	1813	1471	1559	1170
MARK4	419	476	508	776	614	640	571	438
MARS	2064	1422	1586	1753	1939	1507	1935	1641
MARS2	256	198	235	283	322	238	278	288
MARVELD1	139	120	120	108	168	104	107	126
MARVELD2	497	451	385	430	496	430	449	472
MARVELD3	87	96	114	167	174	150	127	104
MAS1	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0
MASP1	1	5	11	4	4	6	10	4
MASP2	0	2	15	30	12	9	3	2
MAST1	55	62	129	218	127	122	122	89
MAST2	667	937	680	920	746	710	848	650
MAST3	177	134	393	443	467	529	432	372
MAST4	1141	755	3551	4225	3707	4065	1488	1465
MASTL	422	466	339	294	334	278	286	248
MAT1A	1	5	5	8	4	3	10	3
MAT2A	5586	5301	5670	6732	6339	5675	5869	4200
MAT2B	547	661	459	518	548	487	589	600
MATK	0	0	0	0	1	1	2	0
MATN1	2	0	5	2	0	2	1	0
MATN1-AS1	51	44	65	82	59	57	70	27
MATN2	16	21	98	87	86	110	38	41
MATN3	25	56	12	17	6	5	4	5
MATN4	0	3	0	0	0	1	2	2
MATR3	7227	6617	6425	6504	7573	5848	7290	7139
MAU2	1013	841	810	1087	1012	908	886	674
MAVS	1969	1956	2424	3003	2879	2518	3130	2205
MAX	231	170	278	246	361	307	624	475
MAZ	3019	2339	2484	2849	3181	2443	3413	2860
MB	500	149	23	38	40	44	75	74
MB21D1	5	4	7	4	2	2	1	8
MB21D2	146	190	139	152	189	191	148	158
MBD1	880	756	919	1039	993	927	1020	769
MBD2	1100	1051	953	1224	1153	1031	993	855
MBD3	501	383	431	449	485	372	541	419
MBD3L1	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0
MBD4	1350	1392	1284	1414	1642	1242	1405	1137
MBD5	574	614	634	830	765	665	572	512
MBD6	160	251	424	597	355	388	196	171
MBIP	321	367	313	346	419	347	321	393
MBL1P	5	1	2	2	1	4	3	1
MBL2	1	0	0	0	0	0	0	0
MBLAC1	17	12	9	5	15	13	30	19
MBLAC2	746	857	654	526	834	735	596	783
MBNL1	2110	2310	2486	2061	2514	2269	2197	2895
MBNL1-AS1	31	28	16	20	34	29	28	34
MBNL2	2066	1495	1674	2007	2578	2112	2579	3101
MBNL3	85	129	112	103	97	78	38	51
MBOAT1	211	273	746	737	1080	863	1493	1033
MBOAT2	740	393	252	318	431	319	596	468
MBOAT4	7	6	5	7	8	3	5	5
MBOAT7	854	579	560	655	624	498	497	447
MBP	193	274	226	266	356	293	540	502
MBTD1	2778	2998	2564	2958	3203	2622	2594	2158
MBTPS1	2344	1952	1414	1639	1937	1546	1922	1714
MBTPS2	954	799	685	639	830	660	432	545
MC1R	85	86	80	87	103	109	65	54
MC2R	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0
MC4R	1	0	0	2	5	0	5	10
MC5R	0	0	0	1	3	1	3	2
MCAM	20	32	33	22	47	29	67	87
MCAT	320	278	240	257	300	257	312	260
MCC	219	94	1199	1717	2164	2134	641	532
MCCC1	625	624	592	617	795	654	714	603
MCCC2	2905	2051	4900	5579	6552	7092	3628	3006
MCCD1	0	0	0	3	2	2	0	0
MCEE	242	193	164	216	234	205	133	126
MCEMP1	0	0	0	0	0	0	0	0
MCF2	0	3	1	6	1	6	4	1
MCF2L	1049	604	1554	1995	2529	1887	3002	2417
MCF2L-AS1	15	23	18	18	30	24	23	19
MCF2L2	2	1	4	1	5	1	3	7
MCFD2	1080	904	854	768	1015	814	986	947
MCHR1	17	8	32	46	120	121	420	392
MCHR2	0	0	1	0	0	0	0	0
MCHR2-AS1	0	0	0	0	0	0	0	0
MCIDAS	2	0	2	0	1	0	2	4
MCL1	2647	2451	2895	3954	4311	3194	3968	3560
MCM10	496	481	325	264	187	130	213	237
MCM2	1248	1279	938	833	796	501	1002	834
MCM3	1253	1065	833	827	834	523	768	679
MCM3AP	1934	2004	2100	2557	2535	2148	2054	1352
MCM3AP-AS1	35	89	125	171	118	104	133	72
MCM4	4748	5089	3835	3718	2827	2018	2584	2449
MCM5	879	695	524	438	428	305	522	398
MCM6	674	795	681	576	546	435	358	393
MCM7	1426	1136	1016	1067	850	689	1061	878
MCM8	888	1009	893	788	756	553	709	581
MCM9	867	772	709	879	886	701	653	518
MCMBP	1417	1830	1828	1888	2185	1606	2398	2081
MCMDC2	191	278	174	200	194	157	165	121
MCOLN1	33	48	62	52	44	33	27	32
MCOLN2	3	2	3	7	7	8	3	0
MCOLN3	7	12	22	14	19	22	13	17
MCPH1	1113	1096	1167	1271	1370	1069	1003	905
MCRS1	700	440	614	669	773	569	727	581
MCTP1	32	21	25	23	27	13	31	33
MCTP2	9	5	54	65	62	43	66	69
MCTS1	717	718	746	685	812	751	689	542
MCTS2P	100	87	104	143	120	114	95	116
MCU	749	507	205	223	223	170	202	160
MCUR1	1172	1129	944	1024	1138	1004	975	804
MDC1	528	539	835	822	657	590	483	468
MDFI	26	3	6	10	20	8	12	9
MDFIC	82	46	19	38	79	62	63	78
MDGA1	6	13	13	18	29	16	162	140
MDGA2	1	2	1	2	8	3	54	26
MDH1	1819	1450	1180	1316	1706	1241	1763	1677
MDH1B	369	172	203	225	315	258	374	305
MDH2	3328	2419	1852	2539	2472	1992	2497	2260
MDK	2891	2688	2875	3317	4233	3413	4211	4173
MDM1	614	474	511	508	591	442	477	433
MDM2	10628	13225	19402	22992	18914	17626	8941	8610
MDM4	5474	5293	6062	7148	6836	6438	6512	4570
MDN1	1975	2899	2955	3079	3227	2606	2821	2043
MDP1	13	32	34	50	38	36	28	17
MDS2	0	0	0	1	0	1	1	1
ME1	258	151	282	261	340	247	281	322
ME2	684	451	680	733	1050	813	1136	1085
ME3	119	114	110	176	221	193	383	289
MEA1	526	416	352	389	497	337	597	543
MEAF6	1173	914	1050	1089	1267	1082	1567	1497
MECOM	184	231	248	226	271	218	247	255
MECP2	1172	1002	1175	1350	1466	1268	1616	1404
MECR	200	202	180	263	251	185	223	196
MED1	2796	2396	2615	2718	2892	2372	2258	2161
MED10	291	266	225	284	314	260	294	317
MED11	102	69	69	75	94	68	70	86
MED12	1229	1012	886	1017	959	843	819	601
MED12L	450	262	389	478	682	605	455	420
MED13	12650	12373	12820	13207	13977	11121	10520	10900
MED13L	9059	11513	8706	9763	7952	7177	6550	5434
MED14	1154	1208	1274	1334	1546	1183	980	857
MED15	734	628	965	1277	789	795	604	406
MED15P9	1	0	0	0	0	0	1	0
MED16	234	208	152	222	202	181	196	150
MED17	309	270	381	455	493	423	388	334
MED18	220	139	170	175	229	161	232	190
MED19	155	144	132	156	194	147	189	160
MED20	331	250	281	358	387	294	360	314
MED21	1070	985	796	825	936	677	719	751
MED22	458	331	341	373	391	290	365	279
MED23	3052	2645	2450	2488	3094	2514	2687	2031
MED24	1201	945	1094	1178	1412	1232	1085	847
MED25	225	197	240	321	271	257	252	183
MED26	127	116	201	267	219	187	140	139
MED27	165	177	195	268	236	217	238	174
MED28	441	518	524	561	536	510	527	574
MED29	822	678	582	655	815	619	1115	969
MED30	397	277	239	253	306	238	316	286
MED31	161	129	86	93	176	100	136	127
MED4	596	615	716	791	886	728	711	704
MED4-AS1	1	1	7	3	2	1	0	0
MED6	160	180	165	178	176	159	153	163
MED7	347	369	351	334	419	297	311	353
MED8	244	234	272	322	374	305	426	329
MED9	215	189	118	137	171	141	223	175
MEDAG	17	15	34	22	39	18	21	29
MEF2A	1136	1052	1670	1540	2078	1499	1778	1780
MEF2B	2	1	1	1	2	0	0	0
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0
MEF2C	139	173	123	94	107	97	182	224
MEF2D	477	450	607	890	812	758	765	622
MEFV	1	1	2	2	0	5	2	2
MEG3	8	10	3	4	0	1	4	0
MEG8	0	0	0	1	0	0	0	0
MEG9	0	0	0	0	0	0	0	0
MEGF10	126	136	241	302	312	240	104	100
MEGF11	12	7	16	9	16	5	9	33
MEGF6	85	73	136	189	140	112	83	60
MEGF8	1162	1060	1014	1365	1379	1243	1250	1201
MEGF9	4456	4144	5142	5442	6501	5632	3669	3978
MEI1	20	36	28	44	35	29	29	13
MEIG1	1	1	3	1	3	2	1	3
MEIKIN	0	0	0	0	0	0	0	0
MEIOB	0	0	0	1	0	1	0	2
MEIOC	2	0	14	11	19	12	15	19
MEIS1	219	115	469	457	417	387	494	305
MEIS1-AS3	2	1	2	0	3	1	1	1
MEIS2	324	214	161	176	162	159	100	96
MEIS3	195	204	321	423	397	330	457	363
MEIS3P1	109	107	118	103	173	142	153	144
MELK	327	446	295	159	140	76	117	173
MELTF	28	30	14	15	10	15	8	5
MEMO1	391	420	448	514	521	430	389	317
MEN1	237	181	202	337	300	274	274	220
MEOX1	0	0	0	0	1	0	0	0
MEOX2	0	1	4	2	2	3	1	1
MEP1A	0	0	3	2	2	3	0	2
MEP1B	4	2	1	4	4	7	1	3
MEPCE	447	474	459	560	596	458	557	486
MEPE	0	0	0	0	1	0	0	0
MERTK	33	44	14	23	19	12	31	33
MESDC1	423	347	335	470	535	416	390	359
MESDC2	1134	988	1003	1118	1235	996	1086	936
MESP1	8	4	5	9	7	8	22	20
MESP2	12	11	6	2	8	6	3	5
MEST	845	721	608	742	813	760	670	610
MESTIT1	8	3	10	14	1	12	1	2
MET	106	77	180	558	593	428	833	370
METAP1	1235	1160	1225	1444	1611	1140	1163	1155
METAP1D	59	49	49	40	40	35	42	33
METAP2	2039	1867	1989	1752	2301	1847	2113	2248
METRN	229	95	25	33	154	96	267	292
METRNL	101	62	104	122	137	113	157	125
METTL1	168	119	183	247	218	187	182	167
METTL10	326	349	254	232	297	230	226	217
METTL11B	0	0	0	0	0	0	0	0
METTL12	67	39	44	37	35	31	44	52
METTL13	597	518	569	637	733	571	665	663
METTL14	665	691	829	852	907	852	880	724
METTL15	449	364	288	307	328	279	217	241
METTL16	698	614	609	705	684	619	666	602
METTL17	623	637	521	640	717	627	719	436
METTL18	253	265	174	172	231	160	251	223
METTL21A	430	209	403	357	409	338	401	366
METTL21B	167	114	97	140	169	140	105	125
METTL21C	0	0	0	0	0	0	0	0
METTL21EP	14	30	11	17	25	25	19	13
METTL22	157	155	174	226	175	162	184	122
METTL23	522	555	603	670	846	646	865	656
METTL24	0	0	3	0	2	1	1	2
METTL25	315	250	204	240	373	273	330	336
METTL2A	575	565	538	641	586	440	611	585
METTL2B	652	647	729	710	735	592	642	615
METTL3	1017	974	782	981	1074	911	983	676
METTL4	289	297	311	317	315	247	194	196
METTL5	162	162	143	143	175	141	138	126
METTL6	629	490	508	597	625	536	675	633
METTL7A	1531	1411	1350	1562	2032	1888	1475	1360
METTL7B	1	5	17	44	43	45	21	19
METTL8	209	183	224	214	238	194	164	161
METTL9	2133	1949	2031	2223	2808	2053	2589	2464
MEX3A	1045	1040	2495	2907	2335	1822	1542	1466
MEX3B	87	85	194	338	321	227	270	295
MEX3C	1312	1289	1345	1476	1780	1327	1599	1473
MEX3D	259	172	268	354	284	207	264	196
MFAP1	533	465	423	439	495	408	594	552
MFAP2	7	6	9	11	7	5	2	7
MFAP3	1562	1307	1344	1311	1813	1284	1544	1607
MFAP3L	337	381	182	179	284	195	278	270
MFAP4	1	0	3	6	5	3	4	3
MFAP5	1	2	0	0	2	1	1	2
MFF	1899	1270	1186	1412	1608	1306	1521	1339
MFGE8	19	10	191	222	321	233	330	228
MFHAS1	202	126	392	401	463	350	403	396
MFI2-AS1	36	19	28	25	20	19	29	19
MFN1	2262	1682	1954	2025	2923	2162	2049	1854
MFN2	1350	1099	884	1002	1046	884	1242	994
MFNG	8	4	5	11	2	10	9	5
MFRP	9	7	4	6	5	3	8	9
MFSD1	1427	1370	899	935	1274	941	1240	1199
MFSD10	233	206	163	213	250	166	212	151
MFSD11	1203	1278	1045	1051	1351	1126	1094	1015
MFSD12	284	221	232	315	262	185	199	175
MFSD13A	60	42	94	76	82	71	95	106
MFSD14A	1423	1153	1108	1035	1622	1165	1569	1472
MFSD14B	1113	1146	882	926	1008	814	737	705
MFSD14C	27	31	26	52	32	26	36	24
MFSD2A	12	4	16	13	28	8	36	22
MFSD2B	2	2	3	1	1	1	2	0
MFSD3	649	379	454	424	517	419	268	226
MFSD4A	38	14	39	46	126	100	207	209
MFSD4B	239	245	398	414	380	329	312	233
MFSD5	333	182	156	157	258	189	289	210
MFSD6	1626	1158	951	1041	1497	1184	1333	1282
MFSD6L	9	9	5	9	4	8	7	8
MFSD7	27	7	22	22	9	3	4	4
MFSD8	781	863	716	780	901	776	694	563
MFSD9	215	155	202	213	240	215	164	143
MGA	2622	2290	2403	2682	2938	2433	2685	2350
MGAM	84	74	87	115	85	82	54	37
MGAM2	8	11	6	21	12	8	4	4
MGARP	0	1	3	1	2	0	2	1
MGAT1	721	685	778	861	996	771	775	676
MGAT2	351	210	315	317	411	279	393	427
MGAT3	489	292	1318	1337	1822	1403	1167	1046
MGAT4A	3019	3564	2875	3266	3981	3343	2956	3583
MGAT4B	632	633	565	694	812	585	685	543
MGAT4C	2	1	11	5	28	23	11	24
MGAT4D	0	0	0	0	0	1	0	0
MGAT4EP	9	10	4	5	3	3	4	1
MGAT5	2062	1758	1329	1549	1642	1278	1490	1129
MGAT5B	288	318	412	559	645	473	842	740
MGC12916	58	66	32	27	27	16	19	14
MGC15885	1	0	1	0	2	2	2	1
MGC16025	12	4	14	21	5	16	2	1
MGC16275	2	5	2	4	8	0	2	3
MGC27345	481	589	847	983	809	834	617	351
MGC27382	0	0	0	0	0	0	1	0
MGC2889	15	20	25	26	38	33	33	28
MGC32805	1	1	0	0	3	0	1	0
MGC34796	0	0	0	3	1	1	2	0
MGC39584	0	0	0	0	0	0	0	0
MGC45922	0	1	3	5	2	0	4	4
MGC57346	281	269	281	292	411	341	469	374
MGC70870	0	0	0	0	0	0	0	0
MGC72080	106	84	110	171	124	97	103	53
MGEA5	5645	6111	4657	6003	5706	5489	5274	3845
MGLL	377	252	128	189	146	167	501	402
MGME1	699	733	513	511	505	409	415	392
MGMT	102	71	68	81	93	58	75	58
MGP	7760	25213	19339	15551	18684	13331	11340	10462
MGRN1	512	468	689	984	853	763	605	494
MGST1	32	5	273	242	433	330	840	548
MGST2	32	31	27	30	40	39	44	53
MGST3	814	434	550	566	968	678	671	585
MIA	0	2	5	1	3	1	0	1
MIA-RAB4B	0	1	1	2	1	4	0	2
MIA2	0	1	1	2	15	17	17	38
MIA3	5797	3948	3877	4206	5284	4272	4967	4200
MIAT	80	120	157	191	129	115	119	83
MIB1	7924	7008	8212	8341	9840	7268	7322	7484
MIB2	171	114	169	224	241	230	207	183
MICA	3	2	0	1	1	4	5	3
MICAL1	93	73	167	189	295	176	368	266
MICAL2	285	266	1432	1820	1857	1698	1221	1048
MICAL3	614	393	817	937	849	819	843	677
MICALCL	57	37	213	275	169	153	85	51
MICALL1	386	268	686	909	711	611	557	438
MICALL2	126	123	170	239	194	168	144	137
MICB	7	5	4	3	3	0	0	1
MICU1	1338	1061	505	550	600	479	542	482
MICU2	410	397	626	619	740	589	435	393
MICU3	4	4	8	2	3	2	9	1
MID1	25	34	55	50	55	37	64	61
MID1IP1	365	220	171	190	222	210	350	318
MID2	386	373	262	366	477	395	532	511
MIDN	461	504	864	1422	824	797	418	483
MIEF1	1032	824	902	1074	1216	883	1254	1162
MIEF2	229	145	116	143	171	141	190	149
MIEN1	929	586	469	543	798	646	1167	941
MIER1	860	964	833	880	1084	883	969	1119
MIER2	112	87	188	319	229	212	169	132
MIER3	1024	1022	949	950	1153	837	1001	1275
MIF	4067	2561	1827	2129	2440	1954	2099	1817
MIF-AS1	213	162	153	206	176	171	53	22
MIF4GD	341	247	221	210	313	226	283	289
MIIP	165	120	88	127	109	91	127	101
MILR1	0	0	0	0	0	0	0	0
MIMT1	1	4	23	10	10	7	12	9
MINA	313	249	229	246	319	265	330	353
MINK1	451	463	693	940	804	870	657	539
MINOS1	309	313	398	413	537	446	729	712
MINOS1-NBL1	0	0	0	0	0	0	0	0
MINOS1P1	51	84	89	92	84	79	97	82
MINPP1	518	435	497	456	676	515	411	451
MIOS	443	411	321	334	507	378	502	551
MIOX	3	0	0	0	0	1	0	0
MIP	3	2	4	2	2	0	5	7
MIPEP	312	188	210	229	246	222	190	194
MIPEPP3	27	17	34	36	32	30	28	20
MIPOL1	543	439	556	615	702	531	485	446
MIR1-1	0	0	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0
MIR1-2	0	0	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0
MIR100HG	0	0	3	1	0	2	0	1
MIR101-1	0	0	0	6	1	1	5	1
MIR101-2	0	2	0	1	2	0	1	0
MIR103A1	4	11	5	6	3	3	11	10
MIR103A2	2	1	0	2	0	3	2	3
MIR103B1	0	0	0	0	0	0	0	0
MIR103B2	0	0	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0
MIR106B	0	0	0	2	0	1	0	0
MIR107	0	2	0	0	0	0	0	0
MIR10A	0	0	0	0	0	0	0	0
MIR10B	0	0	0	1	0	0	0	0
MIR1178	0	0	0	2	2	4	1	1
MIR1179	0	0	0	1	2	1	0	0
MIR1180	0	1	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0	0	0
MIR1203	0	0	0	0	0	1	0	0
MIR1204	34	22	36	57	57	66	60	37
MIR1205	2	8	21	28	15	22	13	5
MIR1206	31	46	49	72	54	73	36	29
MIR1207	17	7	11	24	19	14	15	6
MIR1208	0	1	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0
MIR1224	0	0	0	0	0	0	0	0
MIR1225	0	1	0	2	2	2	0	0
MIR1226	0	0	0	0	1	0	0	0
MIR1227	0	0	0	0	0	0	0	0
MIR1228	0	0	0	0	0	0	0	0
MIR1229	0	0	0	0	0	0	0	0
MIR1231	0	0	0	2	0	1	0	0
MIR1233-2	0	0	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0	0	0
MIR1236	0	0	0	0	0	0	1	0
MIR1237	0	0	0	0	0	0	0	0
MIR1238	0	0	0	0	1	0	1	0
MIR124-1	0	0	1	0	0	1	3	1
MIR124-2	0	0	0	0	0	0	0	0
MIR124-2HG	0	0	1	0	0	0	0	0
MIR124-3	0	0	0	0	0	0	1	0
MIR1243	0	0	1	3	3	4	0	2
MIR1244-1	0	1	1	0	0	0	0	0
MIR1244-2	0	0	0	0	0	0	0	0
MIR1245A	0	0	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0	0	0
MIR1246	0	0	0	0	0	0	0	0
MIR1247	2	0	1	0	0	0	0	0
MIR1249	0	0	1	3	1	1	2	1
MIR1250	1	3	1	2	2	4	0	0
MIR1251	0	0	2	1	13	11	15	11
MIR1252	0	0	0	1	0	1	0	1
MIR1253	0	0	2	1	1	0	3	2
MIR1256	0	0	0	0	0	0	0	1
MIR1257	0	0	1	1	2	3	0	0
MIR1258	0	0	0	0	0	0	0	0
MIR125A	0	0	0	2	1	1	3	0
MIR125B1	0	0	0	0	0	0	0	0
MIR125B2	1	0	0	0	0	0	0	0
MIR126	0	0	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0	0	0
MIR1260B	0	0	0	0	0	0	0	0
MIR1262	0	0	0	0	0	0	2	2
MIR1264	0	0	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0	0	0
MIR1266	2	1	2	0	0	2	2	0
MIR127	0	0	1	0	0	0	0	0
MIR1270	0	0	0	0	0	0	0	0
MIR1272	0	0	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0	0	0
MIR1276	2	3	4	13	4	7	3	1
MIR1277	0	0	0	3	0	0	1	0
MIR1278	1	2	1	1	0	0	1	0
MIR1279	0	0	0	0	0	1	0	0
MIR128-1	2	2	2	1	3	3	1	0
MIR128-2	0	0	0	0	0	0	0	0
MIR1281	11	7	13	12	12	8	2	6
MIR1282	86	52	62	61	65	43	8	3
MIR1283-1	0	0	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0	0	0
MIR1284	2	2	1	7	1	4	0	2
MIR1286	0	0	0	1	0	0	0	0
MIR1287	0	0	0	0	0	1	0	0
MIR1288	0	5	6	1	2	2	0	1
MIR1289-2	0	0	1	0	0	0	0	0
MIR129-1	0	0	0	0	1	0	0	0
MIR129-2	0	0	0	0	0	0	0	0
MIR1292	4	1	0	5	3	1	2	0
MIR1293	0	0	0	0	0	0	0	0
MIR1295A	0	0	2	1	1	0	0	0
MIR1295B	0	0	0	0	0	0	0	0
MIR1296	7	7	7	4	7	9	9	3
MIR1297	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0
MIR1301	0	0	0	3	0	0	0	0
MIR1304	11	11	12	16	18	8	11	9
MIR1305	1	0	0	0	1	1	0	0
MIR1306	0	0	0	0	0	0	0	0
MIR1307	0	1	0	1	1	0	0	0
MIR130A	0	0	0	0	0	0	0	0
MIR130B	0	1	1	1	0	1	0	0
MIR132	0	0	0	2	1	0	0	0
MIR1322	2	1	1	0	3	1	0	3
MIR1323	0	0	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0	0	2
MIR133A1	0	0	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0	0	0
MIR134	0	0	0	0	0	0	0	0
MIR1343	0	2	1	1	3	0	2	1
MIR135A1	0	0	0	0	1	1	2	0
MIR135A2	0	0	1	4	8	3	10	5
MIR135B	1	0	0	1	0	0	0	0
MIR136	0	0	1	0	0	0	0	0
MIR137	0	0	0	0	0	0	0	0
MIR137HG	0	0	0	0	0	0	0	0
MIR138-1	0	0	0	0	0	0	0	0
MIR138-2	0	0	0	0	0	0	0	0
MIR139	2	0	0	0	0	1	0	0
MIR140	1	0	1	1	0	0	0	0
MIR141	7	4	5	11	10	10	6	10
MIR142	0	0	0	0	0	0	4	0
MIR143	0	0	2	9	8	2	1	2
MIR144	0	0	0	0	0	0	0	0
MIR1468	0	1	0	0	0	0	0	0
MIR1469	0	0	0	2	0	1	0	1
MIR146A	0	0	0	0	0	0	0	0
MIR146B	0	0	0	0	0	0	0	0
MIR1470	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0	0	0
MIR147B	0	0	0	0	0	0	0	0
MIR148A	0	0	0	0	0	0	0	0
MIR148B	3	5	4	5	4	2	2	1
MIR149	12	2	4	12	7	5	3	3
MIR150	0	0	0	0	0	0	0	0
MIR152	0	0	0	0	0	0	0	0
MIR153-1	0	0	0	0	0	0	0	0
MIR153-2	0	0	0	0	1	0	1	1
MIR1537	1	2	6	11	6	7	6	2
MIR1538	0	0	1	1	0	0	1	0
MIR1539	0	2	1	0	1	0	0	0
MIR154	0	0	0	0	0	0	0	0
MIR155	0	0	0	0	0	0	0	0
MIR155HG	0	0	1	0	0	0	0	0
MIR15B	5	13	5	7	3	4	5	14
MIR16-1	2	4	4	8	4	5	7	0
MIR16-2	0	2	2	2	1	1	4	2
MIR17HG	180	176	281	297	315	266	324	322
MIR181A1	11	6	1	4	5	7	2	3
MIR181A1HG	81	80	25	43	58	45	26	29
MIR181A2	0	0	1	0	1	4	2	1
MIR181A2HG	2	4	6	9	18	16	8	17
MIR181B1	31	37	14	10	12	11	9	5
MIR181B2	2	1	1	1	3	1	0	2
MIR181C	0	0	0	0	0	0	1	1
MIR181D	0	0	1	0	0	0	1	2
MIR182	0	0	0	0	0	0	2	1
MIR1827	0	0	1	0	0	0	0	0
MIR183	0	0	0	0	0	1	0	0
MIR184	0	0	0	0	0	0	0	0
MIR185	0	0	0	0	0	1	0	0
MIR186	12	12	8	14	24	19	12	16
MIR187	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0
